No,gpa_post,gpa_prior,rm_avg,rm_diff,or_indorm,gender,major,cohort,semester
366,0.9303482587064676,0.9800995024875622,0.5771144278606966,0.07628524046434497,1,0,2,1,3
366,0.9800995024875622,0.9303482587064676,0.6086235489220564,0.21227197346600332,1,0,2,1,4
367,0.6865671641791045,0.6666666666666666,0.7777777777777777,0.2819237147595357,3,0,2,1,1
367,0.5124378109452736,0.6865671641791045,0.7993366500829188,0.24212271973466004,3,0,2,1,2
367,0.582089552238806,0.5124378109452736,0.7330016583747927,0.25870646766169153,4,0,2,1,3
367,0.6517412935323383,0.582089552238806,0.724709784411277,0.31177446102819234,3,0,2,1,4
368,0.7910447761194029,0.572139303482587,0.8092868988391376,0.21890547263681595,4,0,2,1,1
368,0.5920398009950248,0.7910447761194029,0.7645107794361525,0.24212271973466004,2,0,2,1,2
368,0.4626865671641791,0.5920398009950248,0.7064676616915424,0.31177446102819234,3,0,2,1,3
368,0.6119402985074627,0.4626865671641791,0.7645107794361525,0.2321724709784411,4,0,2,1,4
369,0.20398009950248755,0.24875621890547264,0.3349917081260365,0.30514096185737977,3,0,2,1,1
369,0.15422885572139303,0.20398009950248755,0.43946932006633505,0.38142620232172475,3,0,2,1,2
369,0.14427860696517414,0.15422885572139303,0.3449419568822554,0.3018242122719734,3,0,2,1,3
369,0.14427860696517414,0.14427860696517414,0.25870646766169153,0.2222222222222222,3,0,2,1,4
370,0.7014925373134329,0.5572139303482587,0.23217247097844115,0.1658374792703151,1,0,2,1,1
370,0.5472636815920398,0.7014925373134329,0.2736318407960199,0.23880597014925375,1,0,2,1,2
370,0.3034825870646766,0.5472636815920398,0.21393034825870647,0.1990049751243781,1,0,2,1,3
370,0.42786069651741293,0.3034825870646766,0.2056384742951907,0.2222222222222222,2,0,2,1,4
371,0.48756218905472637,0.3482587064676617,0.3018242122719735,0.30514096185737977,2,0,2,1,1
371,0.39303482587064675,0.48756218905472637,0.3449419568822554,0.38142620232172475,2,0,2,1,2
371,0.40298507462686567,0.39303482587064675,0.2653399668325041,0.3018242122719734,2,0,2,1,3
371,0.15920398009950248,0.40298507462686567,0.1724709784411277,0.15588723051409617,1,0,2,1,4
372,0.12935323383084577,0.09950248756218906,0.38474295190713104,0.20563847429519075,4,0,2,1,1
372,0.0945273631840796,0.12935323383084577,0.4643449419568822,0.3316749585406302,4,0,2,1,2
372,0.06965174129353234,0.0945273631840796,0.36484245439469315,0.2620232172470978,4,0,2,1,3
372,0.03482587064676617,0.06965174129353234,0.2835820895522388,0.1724709784411277,4,0,2,1,4
373,0.31343283582089554,0.16417910447761194,0.4295190713101161,0.5041459369817578,3,0,2,1,1
373,0.35323383084577115,0.31343283582089554,0.5174129353233831,0.5572139303482587,3,0,2,1,2
373,0.23383084577114427,0.35323383084577115,0.4792703150912106,0.5074626865671642,3,0,2,1,3
373,0.2935323383084577,0.23383084577114427,0.3913764510779436,0.36484245439469315,3,0,2,1,4
374,0.5472636815920398,0.36318407960199006,0.36318407960199006,0.5041459369817578,2,0,2,1,1
374,0.3781094527363184,0.5472636815920398,0.43946932006633505,0.5572139303482587,2,0,2,1,2
374,0.30845771144278605,0.3781094527363184,0.4709784411276949,0.5074626865671642,2,0,2,1,3
374,0.23383084577114427,0.30845771144278605,0.36650082918739635,0.36484245439469315,2,0,2,1,4
375,0.0845771144278607,0.0845771144278607,0.4560530679933665,0.451077943615257,4,0,2,1,1
375,0.14925373134328357,0.0845771144278607,0.5936981757877281,0.4046434494195688,4,0,2,1,2
375,0.15920398009950248,0.14925373134328357,0.5472636815920398,0.3714759535655057,4,0,2,1,3
375,0.20398009950248755,0.15920398009950248,0.41625207296849087,0.3150912106135987,4,0,2,1,4
376,0.9203980099502488,0.8407960199004975,0.20398009950248755,0.18573797678275292,1,0,2,1,1
376,0.9104477611940298,0.9203980099502488,0.3150912106135986,0.30845771144278605,1,0,2,1,2
376,0.7064676616915423,0.9104477611940298,0.2935323383084577,0.15257048092868988,1,0,2,1,3
376,0.8905472636815921,0.7064676616915423,0.2338308457711443,0.09950248756218905,1,0,2,1,4
377,0.8208955223880597,0.681592039800995,0.3532338308457712,0.49087893864013266,2,0,2,1,1
377,0.7960199004975125,0.8208955223880597,0.24212271973466004,0.3449419568822554,1,0,2,1,2
377,0.6616915422885572,0.7960199004975125,0.17412935323383083,0.1990049751243781,1,0,2,1,3
377,0.6268656716417911,0.6616915422885572,0.15920398009950248,0.21227197346600332,1,0,2,1,4
378,0.5373134328358209,0.8009950248756219,0.31343283582089554,0.4112769485903814,1,0,2,1,1
378,0.3681592039800995,0.5373134328358209,0.3366500829187397,0.5339966832504146,2,0,2,1,2
378,0.35323383084577115,0.3681592039800995,0.3167495854063018,0.4842454394693201,2,0,2,1,3
378,0.3034825870646766,0.35323383084577115,0.2620232172470978,0.41791044776119407,2,0,2,1,4
379,0.01990049751243781,0.06467661691542288,0.5588723051409619,0.4046434494195688,4,0,2,1,1
379,0.06965174129353234,0.01990049751243781,0.5091210613598673,0.43449419568822556,4,0,2,1,2
379,0.03482587064676617,0.06965174129353234,0.41625207296849087,0.47429519071310117,4,0,2,1,3
379,0.029850746268656716,0.03482587064676617,0.36815920398009955,0.3814262023217247,4,0,2,1,4
380,0.1691542288557214,0.19402985074626866,0.51575456053068,0.49087893864013266,3,0,2,1,1
380,0.0845771144278607,0.1691542288557214,0.4593698175787728,0.5339966832504146,3,0,2,1,2
380,0.08955223880597014,0.0845771144278607,0.4112769485903814,0.4842454394693201,3,0,2,1,3
380,0.13432835820895522,0.08955223880597014,0.34991708126036486,0.41791044776119407,3,0,2,1,4
381,0.8407960199004975,0.7512437810945274,0.4527363184079602,0.6003316749585407,2,1,2,1,1
381,0.7114427860696517,0.8407960199004975,0.6583747927031509,0.3714759535655059,2,1,2,1,2
381,0.900497512437811,0.7114427860696517,0.7512437810945274,0.29187396351575456,3,1,2,1,3
381,0.9502487562189055,0.900497512437811,0.6865671641791046,0.3283582089552239,2,1,2,1,4
382,0.43283582089552236,0.30845771144278605,0.6003316749585407,0.6003316749585407,3,1,2,1,1
382,0.5074626865671642,0.43283582089552236,0.7943615257048093,0.29187396351575456,4,1,2,1,2
382,0.4427860696517413,0.5074626865671642,0.8192371475953566,0.15588723051409623,4,1,2,1,3
382,0.417910447761194,0.4427860696517413,0.8391376451077943,0.16915422885572137,4,1,2,1,4
383,0.9900497512437811,0.9751243781094527,0.3781094527363184,0.45107794361525705,1,1,2,1,1
383,0.945273631840796,0.9900497512437811,0.6086235489220564,0.27197346600331673,1,1,2,1,2
383,0.9353233830845771,0.945273631840796,0.6733001658374792,0.1956882255389718,1,1,2,1,3
383,0.9950248756218906,0.9353233830845771,0.6749585406301825,0.30514096185737977,1,1,2,1,4
384,0.5522388059701493,0.07462686567164178,0.6782752902155886,0.4444444444444445,4,1,2,1,1
384,0.8009950248756219,0.5522388059701493,0.7545605306799338,0.3714759535655059,3,1,2,1,2
384,0.681592039800995,0.8009950248756219,0.7213930348258706,0.29187396351575456,2,1,2,1,3
384,0.8606965174129353,0.681592039800995,0.759535655058043,0.3283582089552239,3,1,2,1,4
385,0.15422885572139303,0.04477611940298507,0.5058043117744611,0.15588723051409617,4,0,2,1,1
385,0.18407960199004975,0.15422885572139303,0.4577114427860696,0.08955223880597014,4,0,2,1,2
385,0.20398009950248755,0.18407960199004975,0.5489220563847429,0.16583747927031509,4,0,2,1,3
385,0.2537313432835821,0.20398009950248755,0.45439469320066334,0.23217247097844115,4,0,2,1,4
386,0.5422885572139303,0.5870646766169154,0.3250414593698176,0.3548922056384743,1,0,2,1,1
386,0.6616915422885572,0.5422885572139303,0.3283582089552239,0.1791044776119403,1,0,2,1,2
386,0.6716417910447762,0.6616915422885572,0.3897180762852404,0.25870646766169153,1,0,2,1,3
386,0.8258706467661692,0.6716417910447762,0.29850746268656714,0.10945273631840796,1,0,2,1,4
387,0.4228855721393035,0.5771144278606966,0.3283582089552239,0.36152570480928686,2,0,2,1,1
387,0.572139303482587,0.4228855721393035,0.36815920398009944,0.25870646766169153,2,0,2,1,2
387,0.3681592039800995,0.572139303482587,0.41956882255389716,0.318407960199005,2,0,2,1,3
387,0.48258706467661694,0.3681592039800995,0.3996683250414594,0.3117744610281924,2,0,2,1,4
388,0.4079601990049751,0.35323383084577115,0.4029850746268657,0.36152570480928686,3,0,2,1,1
388,0.4129353233830846,0.4079601990049751,0.3731343283582089,0.25870646766169153,3,0,2,1,2
388,0.32338308457711445,0.4129353233830846,0.47263681592039797,0.318407960199005,3,0,2,1,3
388,0.3880597014925373,0.32338308457711445,0.4145936981757877,0.31177446102819245,3,0,2,1,4
389,0.21393034825870647,0.23880597014925373,0.23548922056384738,0.25207296849087896,3,0,2,1,1
389,0.23880597014925373,0.21393034825870647,0.2288557213930348,0.2288557213930348,3,0,2,1,2
389,0.25870646766169153,0.23880597014925373,0.2470978441127695,0.14262023217247097,3,0,2,1,3
389,0.12437810945273632,0.25870646766169153,0.14593698175787728,0.1625207296849088,2,0,2,1,4
390,0.24378109452736318,0.25870646766169153,0.2288557213930348,0.25207296849087896,2,0,2,1,1
390,0.29850746268656714,0.24378109452736318,0.21890547263681592,0.2288557213930348,2,0,2,1,2
390,0.2935323383084577,0.29850746268656714,0.22719734660033167,0.14262023217247097,2,0,2,1,3
390,0.22885572139303484,0.2935323383084577,0.13432835820895522,0.13930348258706468,1,0,2,1,4
391,0.39303482587064675,0.4129353233830846,0.17744610281923712,0.14925373134328357,1,0,2,1,1
391,0.3283582089552239,0.39303482587064675,0.1691542288557214,0.12935323383084577,1,0,2,1,2
391,0.0945273631840796,0.3283582089552239,0.21724709784411278,0.12271973466003315,1,0,2,1,3
391,0.09950248756218906,0.0945273631840796,0.20066334991708126,0.1625207296849088,3,0,2,1,4
392,0.04975124378109453,0.03482587064676617,0.3034825870646766,0.11608623548922058,4,0,2,1,1
392,0.11442786069651742,0.04975124378109453,0.2835820895522388,0.11940298507462686,4,0,2,1,2
392,0.04975124378109453,0.11442786069651742,0.2885572139303483,0.05970149253731344,4,0,2,1,3
392,0.08955223880597014,0.04975124378109453,0.21558872305140964,0.13266998341625205,4,0,2,1,4
393,0.06965174129353234,0.12935323383084577,0.2752902155887231,0.2686567164179105,4,0,2,1,1
393,0.03482587064676617,0.06965174129353234,0.41625207296849087,0.3283582089552239,4,0,2,1,2
393,0.04477611940298507,0.03482587064676617,0.3880597014925373,0.18573797678275294,4,0,2,1,3
393,0.0945273631840796,0.04477611940298507,0.3880597014925373,0.14593698175787728,4,0,2,1,4
394,0.6119402985074627,0.5373134328358209,0.13930348258706468,0.016583747927031506,1,0,2,1,1
394,0.5522388059701493,0.6119402985074627,0.23548922056384744,0.29850746268656714,1,0,2,1,2
394,0.5323383084577115,0.5522388059701493,0.2155887230514096,0.2023217247097844,1,0,2,1,3
394,0.5074626865671642,0.5323383084577115,0.22553897180762852,0.18242122719734657,1,0,2,1,4
395,0.5174129353233831,0.15422885572139303,0.2669983416252073,0.27197346600331673,2,0,2,1,1
395,0.3383084577114428,0.5174129353233831,0.2669983416252073,0.36152570480928686,2,0,2,1,2
395,0.31343283582089554,0.3383084577114428,0.2868988391376451,0.34494195688225543,2,0,2,1,3
395,0.1890547263681592,0.31343283582089554,0.2985074626865672,0.3250414593698176,3,0,2,1,4
396,0.11940298507462686,0.13432835820895522,0.2736318407960199,0.2719734660033168,3,0,2,1,1
396,0.2736318407960199,0.11940298507462686,0.3996683250414594,0.36152570480928686,3,0,2,1,2
396,0.31840796019900497,0.2736318407960199,0.30845771144278605,0.34494195688225543,3,0,2,1,3
396,0.25870646766169153,0.31840796019900497,0.29684908789386405,0.3250414593698176,2,0,2,1,4
397,0.6567164179104478,0.43283582089552236,0.6616915422885572,0.5439469320066336,3,0,2,1,1
397,0.8557213930348259,0.6567164179104478,0.5157545605306799,0.4610281923714759,2,0,2,1,2
397,0.835820895522388,0.8557213930348259,0.5091210613598673,0.44112769485903813,1,0,2,1,3
397,0.900497512437811,0.835820895522388,0.4709784411276949,0.4145936981757878,1,0,2,1,4
398,0.12437810945273632,0.14925373134328357,0.7562189054726369,0.3548922056384744,4,0,2,1,1
398,0.09950248756218906,0.12437810945273632,0.6932006633499171,0.13930348258706463,4,0,2,1,2
398,0.07960199004975124,0.09950248756218906,0.7611940298507461,0.12603648424543948,4,0,2,1,3
398,0.17412935323383086,0.07960199004975124,0.7230514096185737,0.13598673300165834,4,0,2,1,4
399,0.6069651741293532,0.8706467661691543,0.5157545605306799,0.5439469320066336,2,0,2,1,1
399,0.7611940298507462,0.6069651741293532,0.5323383084577115,0.4610281923714759,3,0,2,1,2
399,0.7014925373134329,0.7611940298507462,0.5406301824212272,0.5041459369817579,2,0,2,1,3
399,0.7263681592039801,0.7014925373134329,0.5157545605306799,0.5041459369817579,2,0,2,1,4
400,0.8159203980099502,0.9651741293532339,0.4842454394693201,0.4809286898839138,1,0,2,1,1
400,0.6666666666666666,0.8159203980099502,0.4626865671641791,0.3548922056384743,1,0,2,1,2
400,0.6318407960199005,0.6666666666666666,0.572139303482587,0.5041459369817578,3,0,2,1,3
400,0.31840796019900497,0.6318407960199005,0.538971807628524,0.5041459369817579,3,0,2,1,4
401,0.16417910447761194,0.417910447761194,0.20729684908789384,0.2321724709784411,2,0,2,1,1
401,0.0,0.16417910447761194,0.1625207296849088,0.18573797678275294,2,0,2,1,2
401,0.21890547263681592,0.0,0.3449419568822554,0.4112769485903814,4,0,2,1,3
401,0.29850746268656714,0.21890547263681592,0.2752902155887231,0.2653399668325041,2,0,2,1,4
402,0.06467661691542288,0.11442786069651742,0.30845771144278605,0.2321724709784411,3,0,2,1,1
402,0.1791044776119403,0.06467661691542288,0.1956882255389718,0.175787728026534,4,0,2,1,2
402,0.19900497512437812,0.1791044776119403,0.28524046434494194,0.49087893864013266,2,0,2,1,3
402,0.3781094527363184,0.19900497512437812,0.28192371475953565,0.2653399668325041,3,0,2,1,4
403,0.34328358208955223,0.42786069651741293,0.20398009950248755,0.22553897180762852,1,0,2,1,1
403,0.736318407960199,0.34328358208955223,0.10281923714759537,0.06633499170812604,1,0,2,1,2
403,0.5124378109452736,0.736318407960199,0.09950248756218905,0.11940298507462686,1,0,2,1,3
403,0.44776119402985076,0.5124378109452736,0.17744610281923714,0.06965174129353234,1,0,2,1,4
404,0.07960199004975124,0.07960199004975124,0.3200663349917081,0.20895522388059704,4,0,2,1,1
404,0.11940298507462686,0.07960199004975124,0.19071310116086235,0.18573797678275292,3,0,2,1,2
404,0.11442786069651742,0.11940298507462686,0.30514096185737977,0.49087893864013266,3,0,2,1,3
404,0.21890547263681592,0.11442786069651742,0.3101160862354892,0.20895522388059704,4,0,2,1,4
405,0.572139303482587,0.8208955223880597,0.48092868988391374,0.3548922056384743,1,0,2,1,1
405,0.845771144278607,0.572139303482587,0.43283582089552236,0.47429519071310117,2,0,2,1,2
405,0.7661691542288557,0.845771144278607,0.33001658374792703,0.3349917081260365,1,0,2,1,3
405,0.4925373134328358,0.7661691542288557,0.4610281923714759,0.4278606965174128,2,0,2,1,4
406,0.30845771144278605,0.38308457711442784,0.6268656716417911,0.37147595356550583,3,0,2,1,1
406,0.19900497512437812,0.30845771144278605,0.5207296849087893,0.47429519071310117,3,0,2,1,2
406,0.24378109452736318,0.19900497512437812,0.5456053067993367,0.4676616915422886,3,0,2,1,3
406,0.19402985074626866,0.24378109452736318,0.6351575456053068,0.42122719734660025,4,0,2,1,4
407,0.13930348258706468,0.263681592039801,0.6666666666666666,0.2918739635157546,4,0,2,1,1
407,0.14427860696517414,0.13930348258706468,0.5771144278606964,0.361525704809287,4,0,2,1,2
407,0.2537313432835821,0.14427860696517414,0.5638474295190714,0.4311774461028193,4,0,2,1,3
407,0.0845771144278607,0.2537313432835821,0.6318407960199005,0.4278606965174128,3,0,2,1,4
408,0.8507462686567164,0.7960199004975125,0.48922056384742957,0.37147595356550583,2,0,2,1,1
408,0.6467661691542289,0.8507462686567164,0.3399668325041459,0.2885572139303482,1,0,2,1,2
408,0.8855721393034826,0.6467661691542289,0.39635157545605315,0.4676616915422886,2,0,2,1,3
408,0.4975124378109453,0.8855721393034826,0.42122719734660036,0.34825870646766166,1,0,2,1,4
409,0.03482587064676617,0.1044776119402985,0.1442786069651741,0.24212271973466004,2,0,2,1,1
409,0.07960199004975124,0.03482587064676617,0.13930348258706468,0.2288557213930348,3,0,2,1,2
409,0.014925373134328358,0.07960199004975124,0.20729684908789384,0.18242122719734657,4,0,2,1,3
409,0.05472636815920398,0.014925373134328358,0.37645107794361526,0.5174129353233831,4,0,2,1,4
410,0.05472636815920398,0.014925373134328358,0.17412935323383086,0.22553897180762852,4,0,2,1,1
410,0.12935323383084577,0.05472636815920398,0.13266998341625208,0.2288557213930348,2,0,2,1,2
410,0.09950248756218906,0.12935323383084577,0.19071310116086235,0.20232172470978438,2,0,2,1,3
410,0.04975124378109453,0.09950248756218906,0.3482587064676617,0.5737976782752903,3,0,2,1,4
411,0.35323383084577115,0.3781094527363184,0.05306799336650083,0.05970149253731343,1,0,2,1,1
411,0.38308457711442784,0.35323383084577115,0.03316749585406302,0.02985074626865672,1,0,2,1,2
411,0.8756218905472637,0.38308457711442784,0.10613598673300166,0.03316749585406301,1,0,2,1,3
411,0.6069651741293532,0.8756218905472637,0.08955223880597014,0.09286898839137643,1,0,2,1,4
412,0.009950248756218905,0.03980099502487562,0.16583747927031509,0.24212271973466004,3,0,2,1,1
412,0.10945273631840796,0.009950248756218905,0.14759535655058043,0.21227197346600332,4,0,2,1,2
412,0.15422885572139303,0.10945273631840796,0.19734660033167495,0.20232172470978438,3,0,2,1,3
412,0.07462686567164178,0.15422885572139303,0.33001658374792703,0.5737976782752902,2,0,2,1,4
413,0.8557213930348259,0.3880597014925373,0.28192371475953565,0.4145936981757877,2,0,2,1,1
413,0.7213930348258707,0.8557213930348259,0.5787728026533997,0.3250414593698176,1,0,2,1,2
413,0.8109452736318408,0.7213930348258707,0.5041459369817579,0.2719734660033168,2,0,2,1,3
413,0.7910447761194029,0.8109452736318408,0.5422885572139303,0.23548922056384744,1,0,2,1,4
414,0.5323383084577115,0.18407960199004975,0.34991708126036486,0.4145936981757877,3,0,2,1,1
414,0.43781094527363185,0.5323383084577115,0.6865671641791046,0.33167495854063017,3,0,2,1,2
414,0.47761194029850745,0.43781094527363185,0.5986733001658374,0.27197346600331673,3,0,2,1,3
414,0.3482587064676617,0.47761194029850745,0.6533996683250415,0.275290215588723,3,0,2,1,4
415,0.845771144278607,0.6417910447761194,0.19734660033167495,0.24543946932006633,1,0,2,1,1
415,0.7412935323383084,0.845771144278607,0.582089552238806,0.33167495854063017,2,0,2,1,2
415,0.7512437810945274,0.7412935323383084,0.4975124378109453,0.2587064676616916,1,0,2,1,3
415,0.47761194029850745,0.7512437810945274,0.5621890547263682,0.275290215588723,2,0,2,1,4
416,0.3582089552238806,0.01990049751243781,0.40464344941956876,0.30514096185737977,4,0,2,1,1
416,0.3333333333333333,0.3582089552238806,0.7446102819237148,0.2155887230514096,4,0,2,1,2
416,0.39800995024875624,0.3333333333333333,0.6334991708126037,0.20232172470978438,4,0,2,1,3
416,0.5472636815920398,0.39800995024875624,0.6799336650082918,0.2222222222222222,4,0,2,1,4
417,0.8109452736318408,0.9402985074626866,0.9635157545605307,0.03980099502487566,3,0,2,1,1
417,0.9154228855721394,0.8109452736318408,0.9701492537313433,0.04311774461028195,4,0,2,1,2
417,0.9701492537313433,0.9154228855721394,0.9751243781094527,0.02985074626865673,4,0,2,1,3
417,0.9651741293532339,0.9701492537313433,0.9850746268656717,0.026533996683250443,3,0,2,1,4
418,1.0,0.9900497512437811,0.9469320066334993,0.026533996683250443,1,0,2,1,1
418,0.9701492537313433,1.0,0.9071310116086235,0.10945273631840798,1,0,2,1,2
418,0.9950248756218906,0.9701492537313433,0.956882255389718,0.056384742951907096,2,0,2,1,3
418,0.945273631840796,0.9950248756218906,0.9767827529021558,0.026533996683250443,2,0,2,1,4
419,0.9751243781094527,0.9701492537313433,0.9535655058043119,0.03980099502487566,2,0,2,1,1
419,1.0,0.9751243781094527,0.9154228855721392,0.12603648424543948,2,0,2,1,2
419,1.0,1.0,0.9469320066334993,0.0364842454394693,1,0,2,1,3
419,0.9900497512437811,1.0,0.9751243781094527,0.023217247097844156,1,0,2,1,4
420,0.9353233830845771,0.9303482587064676,0.966832504145937,0.03316749585406301,4,0,2,1,1
420,0.9552238805970149,0.9353233830845771,0.9286898839137644,0.12603648424543948,3,0,2,1,2
420,0.9601990049751243,0.9552238805970149,0.9618573797678276,0.056384742951907096,3,0,2,1,3
420,0.9353233830845771,0.9601990049751243,0.988391376451078,0.019900497512437793,4,0,2,1,4
421,0.9104477611940298,0.8756218905472637,0.3781094527363184,0.12603648424543948,1,1,2,1,1
421,0.9651741293532339,0.9104477611940298,0.5124378109452736,0.2719734660033167,1,1,2,1,2
421,0.9054726368159204,0.9651741293532339,0.5174129353233831,0.18905472636815923,1,1,2,1,3
421,0.9303482587064676,0.9054726368159204,0.48590381426202317,0.15588723051409614,1,1,2,1,4
422,0.5223880597014925,0.39800995024875624,0.5373134328358209,0.4013266998341625,3,1,2,1,1
422,0.3880597014925373,0.5223880597014925,0.6417910447761194,0.40464344941956876,3,1,2,1,2
422,0.6218905472636815,0.3880597014925373,0.7097844112769486,0.31509121061359874,4,1,2,1,3
422,0.5422885572139303,0.6218905472636815,0.5804311774461028,0.3449419568822554,2,1,2,1,4
423,0.7114427860696517,0.4626865671641791,0.5157545605306799,0.4013266998341625,2,1,2,1,1
423,0.6716417910447762,0.7114427860696517,0.5787728026533997,0.40464344941956876,2,1,2,1,2
423,0.44776119402985076,0.6716417910447762,0.615257048092869,0.38474295190713104,2,1,2,1,3
423,0.5223880597014925,0.44776119402985076,0.6384742951907131,0.3449419568822554,3,1,2,1,4
424,0.3034825870646766,0.2736318407960199,0.5787728026533997,0.31840796019900497,4,1,2,1,1
424,0.4925373134328358,0.3034825870646766,0.714759535655058,0.25870646766169153,4,1,2,1,2
424,0.3880597014925373,0.4925373134328358,0.6749585406301825,0.38474295190713104,3,1,2,1,3
424,0.43283582089552236,0.3880597014925373,0.6583747927031509,0.30514096185737977,4,1,2,1,4
425,0.7810945273631841,0.9800995024875622,0.5140961857379768,0.22222222222222224,1,0,2,1,1
425,0.9402985074626866,0.7810945273631841,0.5058043117744611,0.24543946932006636,1,0,2,1,2
425,0.9203980099502488,0.9402985074626866,0.6301824212271974,0.31177446102819234,1,0,2,1,3
425,0.9402985074626866,0.9203980099502488,0.6003316749585407,0.3913764510779436,2,0,2,1,4
426,0.6965174129353234,0.7263681592039801,0.5986733001658374,0.3913764510779436,2,0,2,1,1
426,0.8855721393034826,0.6965174129353234,0.5339966832504146,0.3018242122719735,2,0,2,1,2
426,0.9253731343283582,0.8855721393034826,0.648424543946932,0.3482587064676617,2,0,2,1,3
426,0.8805970149253731,0.9253731343283582,0.5986733001658375,0.3880597014925373,1,0,2,1,4
427,0.4925373134328358,0.4228855721393035,0.6998341625207297,0.3913764510779436,3,0,2,1,1
427,0.417910447761194,0.4925373134328358,0.6019900497512438,0.3018242122719735,3,0,2,1,2
427,0.5373134328358209,0.417910447761194,0.8043117744610283,0.23548922056384747,4,0,2,1,3
427,0.36318407960199006,0.5373134328358209,0.7280265339966832,0.3913764510779436,3,0,2,1,4
428,0.3283582089552239,0.39303482587064675,0.7097844112769486,0.3714759535655057,4,0,2,1,1
428,0.5870646766169154,0.3283582089552239,0.6567164179104478,0.19237147595356552,4,0,2,1,2
428,0.3383084577114428,0.5870646766169154,0.747927031509121,0.3482587064676617,3,0,2,1,3
428,0.21393034825870647,0.3383084577114428,0.7943615257048092,0.25870646766169153,4,0,2,1,4
429,0.681592039800995,0.48756218905472637,0.7384155455904335,0.3497757847533632,3,1,2,1,1
429,0.7263681592039801,0.681592039800995,0.7683109118086696,0.11360239162929742,4,1,2,1,2
429,0.572139303482587,0.7263681592039801,0.7354260089686098,0.13751868460388642,2,1,2,1,3
429,0.5671641791044776,0.572139303482587,0.8415545590433483,0.2062780269058296,4,1,2,1,4
430,0.8654708520179372,0.9730941704035875,0.5765715518074798,0.2301943198804185,1,1,1,1,1
430,0.8475336322869955,0.8654708520179372,0.7070179744030223,0.04186838602205715,1,1,1,1,2
430,0.9910313901345291,0.8475336322869955,0.6950375179409379,0.05674170254854283,1,1,1,1,3
430,0.9147982062780269,0.9910313901345291,0.7019238634927009,0.18658575582476264,1,1,1,1,4
431,0.7443946188340808,0.4484304932735426,0.7514594441841614,0.3236879875659074,4,1,1,1,1
431,0.6412556053811659,0.7443946188340808,0.747376718797641,0.12258587481129475,2,1,1,1,2
431,0.852017937219731,0.6412556053811659,0.7637968602428812,0.08669656203288494,4,1,1,1,3
431,0.5336322869955157,0.852017937219731,0.748261681130967,0.2792613911012947,2,1,1,1,4
432,0.695067264573991,0.7937219730941704,0.6363622842439521,0.3497757847533633,2,1,1,1,1
432,0.7174887892376681,0.695067264573991,0.763819170217671,0.12258587481129475,3,1,1,1,2
432,0.6816143497757847,0.7174887892376681,0.7383857989573804,0.13751868460388642,3,1,1,1,3
432,0.7892376681614349,0.6816143497757847,0.8050628769456157,0.2792613911012947,3,1,1,1,4
433,0.3681592039800995,0.24378109452736318,0.4362938669879304,0.26307922272047835,4,0,2,1,1
433,0.44776119402985076,0.3681592039800995,0.5448988242643286,0.1897240256118511,4,0,2,1,2
433,0.43283582089552236,0.44776119402985076,0.46219574771880517,0.1398835419315976,2,0,2,1,3
433,0.22388059701492538,0.43283582089552236,0.5020636726680499,0.27539432880440845,2,0,2,1,4
434,0.3880597014925373,0.3582089552238806,0.3981512467557578,0.28590976358863385,2,0,2,1,1
434,0.373134328358209,0.3880597014925373,0.538265325093516,0.20299102395347632,3,0,2,1,2
434,0.3582089552238806,0.373134328358209,0.48707136960935243,0.10164424514200299,4,0,2,1,3
434,0.34328358208955223,0.3582089552238806,0.5269392945585971,0.26307922272047835,4,0,2,1,4
435,0.5739910313901345,0.27802690582959644,0.4248785965538526,0.28590976358863385,3,0,1,1,1
435,0.4304932735426009,0.5739910313901345,0.47628821512765024,0.20299102395347632,2,0,1,1,2
435,0.37668161434977576,0.4304932735426009,0.467951721214555,0.1398835419315976,3,0,1,1,3
435,0.36771300448430494,0.37668161434977576,0.520781741516632,0.27539432880440845,3,0,1,1,4
436,0.672645739910314,0.672645739910314,0.2933389851936134,0.07628524046434493,1,0,1,1,1
436,0.5829596412556054,0.672645739910314,0.44340331228759045,0.13722121827335668,1,0,1,1,2
436,0.7713004484304933,0.5829596412556054,0.41712959864355353,0.04975124378109452,1,0,1,1,3
436,0.547085201793722,0.7713004484304933,0.3892421301563929,0.04975124378109452,1,0,1,1,4
437,0.9596412556053812,0.9237668161434978,0.6068759342301943,0.3916292974588938,1,0,1,1,1
437,0.9147982062780269,0.9596412556053812,0.5321375186846039,0.5440956651718984,1,0,1,1,2
437,0.8654708520179372,0.9147982062780269,0.452914798206278,0.4723467862481316,1,0,1,1,3
437,0.8609865470852018,0.8654708520179372,0.48878923766816135,0.2899850523168909,1,0,1,1,4
438,0.5560538116591929,0.5874439461883408,0.7189835575485799,0.4005979073243647,3,0,1,1,1
438,0.3901345291479821,0.5560538116591929,0.6666666666666666,0.5650224215246636,3,0,1,1,2
438,0.4663677130044843,0.3901345291479821,0.6278026905829596,0.523168908819133,3,0,1,1,3
438,0.6143497757847534,0.4663677130044843,0.6218236173393124,0.3886397608370702,3,0,1,1,4
439,0.9282511210762332,0.9103139013452914,0.6113602391629298,0.4005979073243647,2,0,1,1,1
439,0.8385650224215246,0.9282511210762332,0.5426008968609866,0.5650224215246636,2,0,1,1,2
439,0.7174887892376681,0.8385650224215246,0.47832585949177875,0.523168908819133,2,0,1,1,3
